user_id,config,k,n_relevant,n_reachable,n_returned,qualifying_ratings,precision,recall,recall_reachable,ndcg,ap
U00019,cascade,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00021,random,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00021,random,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00021,random,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00021,popularity,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00021,popularity,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00021,popularity,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00021,knowledge_only,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00021,knowledge_only,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00021,knowledge_only,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00021,content_only,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00021,content_only,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00021,content_only,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00021,cascade,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00021,cascade,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00021,cascade,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00023,random,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00023,random,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00023,random,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00023,popularity,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00023,popularity,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00023,popularity,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00023,knowledge_only,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00023,knowledge_only,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00023,knowledge_only,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00023,content_only,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00023,content_only,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00023,content_only,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00023,cascade,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00023,cascade,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00023,cascade,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00028,random,5,2,1,5,3,0.0,0.0,0.0,0.0,0.0
U00028,random,10,2,1,10,3,0.0,0.0,0.0,0.0,0.0
U00028,random,20,2,1,20,3,0.0,0.0,0.0,0.0,0.0
U00028,popularity,5,2,1,5,3,0.2,0.5,0.0,0.38685280723454163,0.25
U00028,popularity,10,2,1,10,3,0.1,0.5,0.0,0.38685280723454163,0.25
U00028,popularity,20,2,1,20,3,0.05,0.5,0.0,0.38685280723454163,0.25
U00028,knowledge_only,5,2,1,5,3,0.0,0.0,0.0,0.0,0.0
U00028,knowledge_only,10,2,1,10,3,0.0,0.0,0.0,0.0,0.0
U00028,knowledge_only,20,2,1,20,3,0.0,0.0,0.0,0.0,0.0
U00028,content_only,5,2,1,5,3,0.0,0.0,0.0,0.0,0.0
U00028,content_only,10,2,1,10,3,0.0,0.0,0.0,0.0,0.0
U00028,content_only,20,2,1,20,3,0.0,0.0,0.0,0.0,0.0
U00028,cascade,5,2,1,5,3,0.0,0.0,0.0,0.0,0.0
U00028,cascade,10,2,1,10,3,0.0,0.0,0.0,0.0,0.0
U00028,cascade,20,2,1,20,3,0.0,0.0,0.0,0.0,0.0
U00030,random,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00030,random,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00030,random,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00030,popularity,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00030,popularity,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00030,popularity,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00030,knowledge_only,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00030,knowledge_only,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00030,knowledge_only,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00030,content_only,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00030,content_only,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00030,content_only,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00030,cascade,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00030,cascade,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00030,cascade,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00034,random,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00034,random,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00034,random,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00034,popularity,5,1,1,5,1,0.2,1.0,1.0,0.5,0.3333333333333333
U00034,popularity,10,1,1,10,1,0.1,1.0,1.0,0.5,0.3333333333333333
U00034,popularity,20,1,1,20,1,0.05,1.0,1.0,0.5,0.3333333333333333
U00034,knowledge_only,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00034,knowledge_only,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00034,knowledge_only,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00034,content_only,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00034,content_only,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00034,content_only,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00034,cascade,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00034,cascade,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00034,cascade,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00038,random,5,1,0,5,0,0.0,0.0,,0.0,0.0
U00038,random,10,1,0,10,0,0.0,0.0,,0.0,0.0
U00038,random,20,1,0,20,0,0.0,0.0,,0.0,0.0
U00038,popularity,5,1,0,5,0,0.2,1.0,,1.0,1.0
U00038,popularity,10,1,0,10,0,0.1,1.0,,1.0,1.0
U00038,popularity,20,1,0,20,0,0.05,1.0,,1.0,1.0
U00038,knowledge_only,5,1,0,5,0,0.0,0.0,,0.0,0.0
U00038,knowledge_only,10,1,0,10,0,0.0,0.0,,0.0,0.0
U00038,knowledge_only,20,1,0,20,0,0.0,0.0,,0.0,0.0
U00038,content_only,5,1,0,5,0,0.0,0.0,,0.0,0.0
U00038,content_only,10,1,0,10,0,0.0,0.0,,0.0,0.0
U00038,content_only,20,1,0,20,0,0.0,0.0,,0.0,0.0
U00038,cascade,5,1,0,5,0,0.0,0.0,,0.0,0.0
U00038,cascade,10,1,0,10,0,0.0,0.0,,0.0,0.0
U00038,cascade,20,1,0,20,0,0.0,0.0,,0.0,0.0
U00039,random,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00039,random,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00039,random,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00039,popularity,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00039,popularity,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00039,popularity,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00039,knowledge_only,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00039,knowledge_only,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00039,knowledge_only,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00039,content_only,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00039,content_only,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00039,content_only,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00039,cascade,5,1,1,5,1,0.2,1.0,1.0,0.38685280723454163,0.2
U00039,cascade,10,1,1,10,1,0.1,1.0,1.0,0.38685280723454163,0.2
U00039,cascade,20,1,1,20,1,0.05,1.0,1.0,0.38685280723454163,0.2
U00042,random,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00042,random,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00042,random,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00042,popularity,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00042,popularity,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00042,popularity,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00042,knowledge_only,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00042,knowledge_only,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00042,knowledge_only,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00042,content_only,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00042,content_only,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00042,content_only,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00042,cascade,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00042,cascade,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00042,cascade,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00043,random,5,1,0,5,4,0.0,0.0,,0.0,0.0
U00043,random,10,1,0,10,4,0.0,0.0,,0.0,0.0
U00043,random,20,1,0,20,4,0.0,0.0,,0.0,0.0
U00043,popularity,5,1,0,5,4,0.0,0.0,,0.0,0.0
U00043,popularity,10,1,0,10,4,0.0,0.0,,0.0,0.0
U00043,popularity,20,1,0,20,4,0.0,0.0,,0.0,0.0
U00043,knowledge_only,5,1,0,5,4,0.0,0.0,,0.0,0.0
U00043,knowledge_only,10,1,0,10,4,0.0,0.0,,0.0,0.0
U00043,knowledge_only,20,1,0,20,4,0.0,0.0,,0.0,0.0
U00043,content_only,5,1,0,5,4,0.0,0.0,,0.0,0.0
U00043,content_only,10,1,0,10,4,0.0,0.0,,0.0,0.0
U00043,content_only,20,1,0,20,4,0.0,0.0,,0.0,0.0
U00043,cascade,5,1,0,5,4,0.0,0.0,,0.0,0.0
U00043,cascade,10,1,0,10,4,0.0,0.0,,0.0,0.0
U00043,cascade,20,1,0,20,4,0.0,0.0,,0.0,0.0
U00046,random,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00046,random,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00046,random,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00046,popularity,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00046,popularity,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00046,popularity,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00046,knowledge_only,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00046,knowledge_only,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00046,knowledge_only,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00046,content_only,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00046,content_only,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00046,content_only,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00046,cascade,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00046,cascade,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00046,cascade,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00049,random,5,1,1,5,2,0.0,0.0,0.0,0.0,0.0
U00049,random,10,1,1,10,2,0.0,0.0,0.0,0.0,0.0
U00049,random,20,1,1,20,2,0.0,0.0,0.0,0.0,0.0
U00049,popularity,5,1,1,5,2,0.0,0.0,0.0,0.0,0.0
U00049,popularity,10,1,1,10,2,0.0,0.0,0.0,0.0,0.0
U00049,popularity,20,1,1,20,2,0.0,0.0,0.0,0.0,0.0
U00049,knowledge_only,5,1,1,5,2,0.0,0.0,0.0,0.0,0.0
U00049,knowledge_only,10,1,1,10,2,0.0,0.0,0.0,0.0,0.0
U00049,knowledge_only,20,1,1,20,2,0.0,0.0,0.0,0.0,0.0
U00049,content_only,5,1,1,5,2,0.0,0.0,0.0,0.0,0.0
U00049,content_only,10,1,1,10,2,0.0,0.0,0.0,0.0,0.0
U00049,content_only,20,1,1,20,2,0.0,0.0,0.0,0.0,0.0
U00049,cascade,5,1,1,5,2,0.0,0.0,0.0,0.0,0.0
U00049,cascade,10,1,1,10,2,0.0,0.0,0.0,0.0,0.0
U00049,cascade,20,1,1,20,2,0.0,0.0,0.0,0.0,0.0
U00050,random,5,1,0,5,1,0.0,0.0,,0.0,0.0
U00050,random,10,1,0,10,1,0.0,0.0,,0.0,0.0
U00050,random,20,1,0,20,1,0.0,0.0,,0.0,0.0
U00050,popularity,5,1,0,5,1,0.2,1.0,,1.0,1.0
U00050,popularity,10,1,0,10,1,0.1,1.0,,1.0,1.0
U00050,popularity,20,1,0,20,1,0.05,1.0,,1.0,1.0
U00050,knowledge_only,5,1,0,5,1,0.0,0.0,,0.0,0.0
U00050,knowledge_only,10,1,0,10,1,0.0,0.0,,0.0,0.0
U00050,knowledge_only,20,1,0,20,1,0.0,0.0,,0.0,0.0
U00050,content_only,5,1,0,5,1,0.0,0.0,,0.0,0.0
U00050,content_only,10,1,0,10,1,0.0,0.0,,0.0,0.0
U00050,content_only,20,1,0,20,1,0.0,0.0,,0.0,0.0
U00050,cascade,5,1,0,5,1,0.0,0.0,,0.0,0.0
U00050,cascade,10,1,0,10,1,0.0,0.0,,0.0,0.0
U00050,cascade,20,1,0,20,1,0.0,0.0,,0.0,0.0
U00053,random,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00053,random,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00053,random,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00053,popularity,5,1,1,5,0,0.2,1.0,1.0,0.38685280723454163,0.2
U00053,popularity,10,1,1,10,0,0.1,1.0,1.0,0.38685280723454163,0.2
U00053,popularity,20,1,1,20,0,0.05,1.0,1.0,0.38685280723454163,0.2
U00053,knowledge_only,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00053,knowledge_only,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00053,knowledge_only,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00053,content_only,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00053,content_only,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00053,content_only,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00053,cascade,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00053,cascade,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00053,cascade,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00060,random,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00060,random,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00060,random,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00060,popularity,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00060,popularity,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00060,popularity,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00060,knowledge_only,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00060,knowledge_only,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00060,knowledge_only,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00060,content_only,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00060,content_only,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00060,content_only,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00060,cascade,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00060,cascade,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00060,cascade,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00061,random,5,1,1,5,6,0.0,0.0,0.0,0.0,0.0
U00061,random,10,1,1,10,6,0.0,0.0,0.0,0.0,0.0
U00061,random,20,1,1,20,6,0.0,0.0,0.0,0.0,0.0
U00061,popularity,5,1,1,5,6,0.0,0.0,0.0,0.0,0.0
U00061,popularity,10,1,1,10,6,0.0,0.0,0.0,0.0,0.0
U00061,popularity,20,1,1,20,6,0.0,0.0,0.0,0.0,0.0
U00061,knowledge_only,5,1,1,5,6,0.0,0.0,0.0,0.0,0.0
U00061,knowledge_only,10,1,1,10,6,0.0,0.0,0.0,0.0,0.0
U00061,knowledge_only,20,1,1,20,6,0.0,0.0,0.0,0.0,0.0
U00061,content_only,5,1,1,5,6,0.0,0.0,0.0,0.0,0.0
U00061,content_only,10,1,1,10,6,0.0,0.0,0.0,0.0,0.0
U00061,content_only,20,1,1,20,6,0.0,0.0,0.0,0.0,0.0
U00061,cascade,5,1,1,5,6,0.2,1.0,1.0,1.0,1.0
U00061,cascade,10,1,1,10,6,0.1,1.0,1.0,1.0,1.0
U00061,cascade,20,1,1,20,6,0.05,1.0,1.0,1.0,1.0
U00062,random,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00062,random,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00062,random,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00062,popularity,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00062,popularity,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00062,popularity,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00062,knowledge_only,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00062,knowledge_only,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00062,knowledge_only,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00062,content_only,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00062,content_only,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00062,content_only,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00062,cascade,5,1,1,5,1,0.0,0.0,0.0,0.0,0.0
U00062,cascade,10,1,1,10,1,0.0,0.0,0.0,0.0,0.0
U00062,cascade,20,1,1,20,1,0.0,0.0,0.0,0.0,0.0
U00063,random,5,2,1,5,4,0.0,0.0,0.0,0.0,0.0
U00063,random,10,2,1,10,4,0.0,0.0,0.0,0.0,0.0
U00063,random,20,2,1,20,4,0.0,0.0,0.0,0.0,0.0
U00063,popularity,5,2,1,5,4,0.0,0.0,0.0,0.0,0.0
U00063,popularity,10,2,1,10,4,0.0,0.0,0.0,0.0,0.0
U00063,popularity,20,2,1,20,4,0.0,0.0,0.0,0.0,0.0
U00063,knowledge_only,5,2,1,5,4,0.0,0.0,0.0,0.0,0.0
U00063,knowledge_only,10,2,1,10,4,0.0,0.0,0.0,0.0,0.0
U00063,knowledge_only,20,2,1,20,4,0.0,0.0,0.0,0.0,0.0
U00063,content_only,5,2,1,5,4,0.0,0.0,0.0,0.0,0.0
U00063,content_only,10,2,1,10,4,0.0,0.0,0.0,0.0,0.0
U00063,content_only,20,2,1,20,4,0.0,0.0,0.0,0.0,0.0
U00063,cascade,5,2,1,5,4,0.0,0.0,0.0,0.0,0.0
U00063,cascade,10,2,1,10,4,0.0,0.0,0.0,0.0,0.0
U00063,cascade,20,2,1,20,4,0.0,0.0,0.0,0.0,0.0
U00064,random,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00064,random,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00064,random,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00064,popularity,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00064,popularity,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00064,popularity,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00064,knowledge_only,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00064,knowledge_only,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00064,knowledge_only,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00064,content_only,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00064,content_only,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00064,content_only,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00064,cascade,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00064,cascade,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00064,cascade,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00067,random,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00067,random,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00067,random,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00067,popularity,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00067,popularity,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00067,popularity,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00067,knowledge_only,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00067,knowledge_only,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00067,knowledge_only,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00067,content_only,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00067,content_only,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00067,content_only,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00067,cascade,5,1,1,5,0,0.0,0.0,0.0,0.0,0.0
U00067,cascade,10,1,1,10,0,0.0,0.0,0.0,0.0,0.0
U00067,cascade,20,1,1,20,0,0.0,0.0,0.0,0.0,0.0
U00068,random,5,1,0,5,0,0.0,0.0,,0.0,0.0
U00068,random,10,1,0,10,0,0.0,0.0,,0.0,0.0
U00068,random,20,1,0,20,0,0.0,0.0,,0.0,0.0
U00068,popularity,5,1,0,5,0,0.0,0.0,,0.0,0.0
U00068,popularity,10,1,0,10,0,0.0,0.0,,0.0,0.0
U00068,popularity,20,1,0,20,0,0.0,0.0,,0.0,0.0
