product_id,brand,category,subcategory,sport_type,gender_target,price,discount,stock_status,size,color,material,weight,cushioning_level,arch_support,breathability,waterproof,seasonality,avg_rating,review_count,sales_rank,product_description
NK14039369,Nike,accessory,bags-and-backpacks,running,women,44.39,0.0,in_stock,one-size,green,cotton,655,1,medium,4,False,summer,3.47,29,6310,"Nike Brasilia - Printed Backpack (Medium, 24L). Women's bags and backpacks in green. Breathable cotton build, summer wear."
NK14038323,Nike,accessory,bags-and-backpacks,lifestyle,women,76.14,0.0,low_stock,one-size,brown,synthetic,737,1,medium,4,False,all-season,4.39,65,3197,"Nike Sportswear Essentials - Backpack (20L). Women's bags and backpacks in brown. Breathable synthetic build, all-season wear."
NK13920547,Nike,accessory,bags-and-backpacks,lifestyle,women,76.14,0.0,in_stock,one-size,black,synthetic,718,1,medium,3,False,all-season,4.29,57,3587,"Nike Sportswear Essentials - Backpack (20L). Women's bags and backpacks in black. Moderately breathable synthetic build, all-season wear."
NK14039950,Nike,accessory,bags-and-backpacks,lifestyle,women,38.04,0.0,in_stock,one-size,black,polyester,639,1,medium,3,False,all-season,4.76,102,1929,"Nike Nike - Backpack (21L). Women's bags and backpacks in black. Moderately breathable polyester build, all-season wear."
NK13798073,Nike,accessory,bags-and-backpacks,training,women,31.69,0.0,in_stock,one-size,black,polyester,698,1,medium,3,False,all-season,4.57,71,2600,"Nike Brasilia 9.5 - Training Duffel Bag (Extra-Small, 25L). Women's bags and backpacks in black. Moderately breathable polyester build, all-season wear."
NK13933001,Nike,accessory,bags-and-backpacks,lifestyle,women,55.84,0.2,in_stock,one-size,multi,synthetic,734,1,medium,4,False,all-season,3.87,9,7871,"Nike Air Max - Cross-Body Bag (4L). Women's bags and backpacks in multi. Breathable synthetic build, all-season wear."
NK14039570,Nike,accessory,bags-and-backpacks,running,women,48.2,0.0,in_stock,one-size,black,synthetic,522,1,medium,3,False,summer,4.54,27,4781,"Nike Nike - Shoe Box Bag (12L). Women's bags and backpacks in black. Moderately breathable synthetic build, summer wear."
NK12847497,Nike,accessory,bags-and-backpacks,running,women,82.49,0.0,in_stock,one-size,black,polyester,622,1,medium,4,False,all-season,4.77,12,6686,"Nike Run - Backpack. Women's bags and backpacks in black. Breathable polyester build, all-season wear."
NK14038595,Nike,accessory,bags-and-backpacks,training,women,44.39,0.0,in_stock,one-size,navy,leather,557,1,medium,4,False,summer,4.83,78,2263,"Nike Premium - Hip Pack (8L). Women's bags and backpacks in navy. Breathable leather build, summer wear."
NK14038592,Nike,accessory,bags-and-backpacks,lifestyle,women,44.39,0.0,low_stock,one-size,black,leather,594,1,medium,2,False,all-season,4.34,45,3821,"Nike Premium - Hip Pack (8L). Women's bags and backpacks in black. Weather-shielding leather build, all-season wear."
NK13974862,Nike,accessory,bags-and-backpacks,running,women,24.07,0.0,in_stock,one-size,black,synthetic,702,1,medium,2,False,all-season,4.88,47,2936,"Nike Nike - Slim Running Hip Pack. Women's bags and backpacks in black. Weather-shielding synthetic build, all-season wear."
NK13073138,Nike,accessory,bags-and-backpacks,training,women,57.09,0.0,in_stock,one-size,black,synthetic,557,1,medium,4,False,all-season,5.0,163,335,"Nike One - Women's Training Tote Bag (18L). Women's bags and backpacks in black. Breathable synthetic build, all-season wear."
NK13920875,Nike,accessory,bags-and-backpacks,running,women,38.04,0.0,out_of_stock,one-size,black,synthetic,831,1,medium,3,False,all-season,4.94,3,8752,"Nike Nike - Shoe Box Bag (12L). Women's bags and backpacks in black. Moderately breathable synthetic build, all-season wear."
NK13352570,Nike,accessory,bags-and-backpacks,lifestyle,women,22.8,0.0,in_stock,one-size,black,polyester,702,1,medium,2,False,all-season,4.32,47,3575,"Nike Heritage - Cross-Body Bag (4L). Women's bags and backpacks in black. Weather-shielding polyester build, all-season wear."
NK13332800,Nike,accessory,bags-and-backpacks,football,women,21.53,0.0,in_stock,one-size,red,cotton,605,1,medium,3,False,all-season,4.94,4,8192,"Nike F.C. Barcelona Stadium - Football Gymsack (13L). Women's bags and backpacks in red. Moderately breathable cotton build, all-season wear."
NK13920574,Nike,accessory,bags-and-backpacks,lifestyle,women,48.2,0.0,low_stock,one-size,black,polyester,641,1,medium,2,False,summer,4.39,6,8385,"Nike Sportswear Essentials - Sling Bag (8L). Women's bags and backpacks in black. Weather-shielding polyester build, summer wear."
NK12969639,Nike,accessory,bags-and-backpacks,football,women,40.58,0.0,in_stock,one-size,black,cotton,550,1,medium,2,False,all-season,4.45,102,2194,"Nike FFF Stadium - Football Backpack. Women's bags and backpacks in black. Weather-shielding cotton build, all-season wear."
NK14038342,Nike,accessory,bags-and-backpacks,training,women,44.39,0.0,in_stock,one-size,multi,polyester,536,1,medium,3,False,all-season,4.89,59,750,"Nike Gym Club - Training Bag (24L). Women's bags and backpacks in multi. Moderately breathable polyester build, all-season wear."
NK14038341,Nike,accessory,bags-and-backpacks,training,women,44.39,0.0,in_stock,one-size,grey,synthetic,621,1,medium,2,False,all-season,4.72,16,1736,"Nike Gym Club - Training Bag (24L). Women's bags and backpacks in grey. Weather-shielding synthetic build, all-season wear."
NK14037236,Nike,accessory,bags-and-backpacks,lifestyle,women,25.34,0.0,in_stock,one-size,grey,cotton,753,1,medium,4,False,winter,4.21,10,7469,"Nike Heritage - Crossbody Bag (Small, 1L). Women's bags and backpacks in grey. Breathable cotton build, winter wear."
NK12321510,Nike,accessory,bags-and-backpacks,lifestyle,women,25.34,0.0,in_stock,one-size,black,synthetic,541,1,medium,4,False,all-season,3.68,61,3849,"Nike Heritage - Crossbody Bag (Small, 1L). Women's bags and backpacks in black. Breathable synthetic build, all-season wear."
NK14037443,Nike,accessory,bags-and-backpacks,lifestyle,women,107.89,0.0,in_stock,one-size,multi,cotton,747,1,medium,2,False,all-season,4.78,53,899,"Nike Sportswear RPM - Backpack (26L). Women's bags and backpacks in multi. Weather-shielding cotton build, all-season wear."
NK14039816,Nike,accessory,bags-and-backpacks,lifestyle,women,31.69,0.0,low_stock,one-size,black,synthetic,636,1,medium,3,False,all-season,4.38,100,2230,"Nike Sportswear Futura 365 - Mini Backpack (6L). Women's bags and backpacks in black. Moderately breathable synthetic build, all-season wear."
NK13833905,Jordan,apparel,bags-and-backpacks,basketball,women,58.36,0.0,low_stock,one-size,green,polyester,415,1,medium,3,False,winter,4.79,76,2403,"Jordan Jordan - Backpack (Large). Women's bags and backpacks in green. Moderately breathable polyester build, winter wear."
NK13073079,Nike,accessory,bags-and-backpacks,football,women,35.5,0.0,in_stock,one-size,navy,cotton,657,1,medium,3,False,winter,4.39,86,2479,"Nike Academy Team - Football Duffel Bag (Medium, 60L). Women's bags and backpacks in navy. Moderately breathable cotton build, winter wear."
NK13979495,Nike,accessory,bags-and-backpacks,lifestyle,women,279.34,0.0,in_stock,one-size,black,cotton,712,1,medium,3,False,summer,4.52,54,3785,"Nike Air Sport 2 - Golf Bag. Women's bags and backpacks in black. Moderately breathable cotton build, summer wear."
NK14038590,Nike,accessory,bags-and-backpacks,training,women,48.2,0.0,in_stock,one-size,navy,leather,737,1,medium,4,False,all-season,4.27,4,9100,"Nike Premium - Backpack (21L). Women's bags and backpacks in navy. Breathable leather build, all-season wear."
NK13996479,Nike,accessory,clothing,lifestyle,women,38.04,0.0,in_stock,S,black,cotton,409,1,medium,4,False,summer,4.8,16,5616,"Nike NOCTA - Pro Elite Sleeves (1 Pair). Women's clothing in black. Breathable cotton build, summer wear."
NK14037920,Nike,accessory,bags-and-backpacks,football,women,21.53,0.0,in_stock,one-size,black,cotton,691,1,medium,2,False,all-season,3.21,40,5592,"Nike Academy - Football Shoe Bag. Women's bags and backpacks in black. Weather-shielding cotton build, all-season wear."
NK14037759,Nike,accessory,bags-and-backpacks,lifestyle,women,82.49,0.0,in_stock,one-size,multi,polyester,753,1,medium,4,False,all-season,4.61,8,7777,"Nike Sportswear Futura Luxe - Women's Mini Backpack (10L). Women's bags and backpacks in multi. Breathable polyester build, all-season wear."
NK13168845,Nike,accessory,bags-and-backpacks,lifestyle,women,82.49,0.0,in_stock,one-size,black,synthetic,715,1,medium,2,False,winter,4.34,44,4082,"Nike Sportswear Futura Luxe - Women's Mini Backpack (10L). Women's bags and backpacks in black. Weather-shielding synthetic build, winter wear."
NK12860134,Nike,accessory,bags-and-backpacks,training,women,16.45,0.0,in_stock,one-size,multi,polyester,619,1,medium,3,False,all-season,4.97,94,1715,"Nike England Stadium - Gymsack. Women's bags and backpacks in multi. Moderately breathable polyester build, all-season wear."
NK14038324,Nike,accessory,bags-and-backpacks,lifestyle,women,57.09,0.0,in_stock,one-size,brown,synthetic,636,1,medium,3,False,summer,4.45,5,8653,"Nike Sportswear Essentials - Messenger Bag (15L). Women's bags and backpacks in brown. Moderately breathable synthetic build, summer wear."
NK13073279,Nike,accessory,bags-and-backpacks,football,women,50.74,0.0,in_stock,one-size,black,polyester,370,1,medium,3,False,all-season,4.32,2,9655,"Nike Academy Team - Football Hardcase Duffel Bag (Large, 59L). Women's bags and backpacks in black. Moderately breathable polyester build, all-season wear."
NK13920864,Nike,accessory,bags-and-backpacks,football,women,48.2,0.0,in_stock,one-size,black,synthetic,793,1,medium,4,False,summer,3.94,25,5969,"Nike F.C. Barcelona - Backpack (21L). Women's bags and backpacks in black. Breathable synthetic build, summer wear."
NK13476620,Nike,accessory,bags-and-backpacks,football,women,41.85,0.0,in_stock,one-size,black,cotton,675,1,medium,2,False,all-season,4.28,600,780,"Nike AtlÃ©tico Madrid Stadium - Football Backpack (25L). Women's bags and backpacks in black. Weather-shielding cotton build, all-season wear."
NK13974861,Nike,apparel,bags-and-backpacks,lifestyle,women,336.49,0.0,in_stock,one-size,black,polyester,335,1,medium,3,False,all-season,3.59,21,7616,"Nike Performance Cart - Golf Bag. Women's bags and backpacks in black. Moderately breathable polyester build, all-season wear."
NK13916179,Nike,apparel,bags-and-backpacks,training,women,336.49,0.0,in_stock,one-size,multi,synthetic,362,1,medium,3,False,summer,3.89,4,9672,"Nike Performance Cart - Golf Bag. Women's bags and backpacks in multi. Moderately breathable synthetic build, summer wear."
NK12117864,Nike,accessory,bags-and-backpacks,football,women,41.85,0.0,in_stock,one-size,red,polyester,639,1,medium,3,False,all-season,4.85,47,3106,"Nike Academy Team Hardcase - Football Duffel Bag (Large). Women's bags and backpacks in red. Moderately breathable polyester build, all-season wear."
NK12860146,Nike,accessory,bags-and-backpacks,football,women,16.45,0.0,low_stock,one-size,multi,cotton,756,1,medium,2,False,all-season,3.55,35,5272,"Nike Portugal Stadium - Football Gymsack. Women's bags and backpacks in multi. Weather-shielding cotton build, all-season wear."
NK14024903,Jordan,apparel,hats,basketball,women,41.85,0.0,low_stock,S,white,cotton,46,1,medium,3,False,all-season,4.57,48,3411,"Jordan Jumpman - Washed Bucket Hat. Women's hats in white. Moderately breathable cotton build, all-season wear."
NK13074588,Jordan,apparel,hats,basketball,women,41.85,0.0,in_stock,M,red,synthetic,50,1,medium,2,False,summer,4.47,426,886,"Jordan Jumpman - Washed Bucket Hat. Women's hats in red. Weather-shielding synthetic build, summer wear."
NK13920858,Nike,accessory,bags-and-backpacks,football,women,25.34,0.0,in_stock,one-size,black,polyester,595,1,medium,4,False,summer,4.87,4,8295,"Nike Liverpool F.C. - Gymsack (13L). Women's bags and backpacks in black. Breathable polyester build, summer wear."
NK14039812,Nike,accessory,bags-and-backpacks,lifestyle,women,35.5,0.0,out_of_stock,one-size,black,synthetic,701,1,medium,3,False,all-season,3.98,62,3570,"Nike Nike - Heritage Backpack (25L). Women's bags and backpacks in black. Moderately breathable synthetic build, all-season wear."
NK13074728,Jordan,apparel,hats,basketball,women,38.04,0.0,in_stock,one-size,multi,cotton,54,1,medium,3,False,all-season,4.53,22,5222,"Jordan Pro Jumpman - Snapback Hat. Women's hats in multi. Moderately breathable cotton build, all-season wear."
NK12465418,Jordan,apparel,hats,basketball,women,38.04,0.0,in_stock,one-size,multi,cotton,51,1,medium,3,False,all-season,4.51,39,3848,"Jordan Pro Jumpman - Snapback Hat. Women's hats in multi. Moderately breathable cotton build, all-season wear."
NK13920796,Nike,accessory,clothing,football,women,31.69,0.0,low_stock,one-size,navy,synthetic,296,1,medium,3,False,all-season,4.42,9,7471,"Nike Paris Saint-Germain Strike - Football. Women's clothing in navy. Moderately breathable synthetic build, all-season wear."
NK13168828,Nike,accessory,bags-and-backpacks,lifestyle,women,25.34,0.0,in_stock,one-size,black,synthetic,412,1,medium,4,False,all-season,4.07,3,9389,"Nike Sportswear - Women's Futura 365 Cross-Body Bag (3L). Women's bags and backpacks in black. Breathable synthetic build, all-season wear."
NK14062757,Nike,accessory,socks,lifestyle,women,21.53,0.0,in_stock,one-size,multi,cotton,66,1,medium,2,False,summer,3.66,208,1765,"Nike Everyday Plus - Cushioned Tie-Dye Crew Socks (2 Pairs). Women's socks in multi. Weather-shielding cotton build, summer wear."
NK13913089,Nike,apparel,hats,lifestyle,women,25.34,0.0,low_stock,one-size,multi,synthetic,51,1,medium,4,False,all-season,4.88,252,1004,"Nike Sportswear Heritage86 - Adjustable Hat. Women's hats in multi. Breathable synthetic build, all-season wear."
NK14043492,Nike,accessory,socks,lifestyle,women,21.53,0.0,in_stock,one-size,multi,cotton,76,1,medium,2,False,all-season,4.59,309,972,"Nike Everyday Plus - Cushioned Tie-Dye Crew Socks (2 Pairs). Women's socks in multi. Weather-shielding cotton build, all-season wear."
NK12786557,Nike,apparel,hats,lifestyle,women,25.34,0.0,low_stock,one-size,black,synthetic,56,1,medium,2,False,all-season,4.75,8,7189,"Nike Sportswear Heritage86 - Adjustable Hat. Women's hats in black. Weather-shielding synthetic build, all-season wear."
NK12701076,Jordan,apparel,bags-and-backpacks,running,women,130.75,0.0,low_stock,one-size,black,synthetic,387,1,medium,4,False,winter,3.95,18,7120,"Jordan PSG - Backpack. Women's bags and backpacks in black. Breathable synthetic build, winter wear."
NK13350339,Nike,apparel,hats,running,women,35.5,0.0,in_stock,S,green,cotton,47,1,medium,2,False,all-season,4.13,116,2255,"Nike Boonie - Camo Bucket Hat. Women's hats in green. Weather-shielding cotton build, all-season wear."
NK13073062,Nike,accessory,bags-and-backpacks,football,women,48.2,0.0,in_stock,one-size,navy,polyester,414,1,medium,3,False,all-season,4.28,18,6256,"Nike Academy Team - Football Hard-Case Duffel Bag (Medium, 37L). Women's bags and backpacks in navy. Moderately breathable polyester build, all-season wear."
NK14118572,Nike,accessory,clothing,lifestyle,women,62.23,0.0,in_stock,one-size,navy,polyester,456,1,medium,3,False,all-season,4.5,9,7591,"Nike 45mm Midnight Navy/Mystic Navy - Nike Sport Band – Regular. Women's clothing in navy. Moderately breathable polyester build, all-season wear."
NK14199847,Nike,accessory,hats,tennis,women,17.72,0.0,in_stock,one-size,black,polyester,67,1,medium,4,False,all-season,4.07,39,4199,"Nike NikeCourt - Tennis Headband. Women's hats in black. Breathable polyester build, all-season wear."
NK13906205,Nike,accessory,hats,tennis,women,17.72,0.0,out_of_stock,one-size,blue,polyester,67,1,medium,4,False,all-season,4.38,4,8758,"Nike NikeCourt - Tennis Headband. Women's hats in blue. Breathable polyester build, all-season wear."
NK13350252,Nike,accessory,bags-and-backpacks,lifestyle,women,29.15,0.0,low_stock,one-size,black,synthetic,607,1,medium,4,False,all-season,4.21,2,9630,"Nike Nike - Stash Tote (13L). Women's bags and backpacks in black. Breathable synthetic build, all-season wear."
NK13920814,Nike,accessory,bags-and-backpacks,lifestyle,women,35.5,0.0,low_stock,one-size,multi,cotton,697,1,medium,2,False,all-season,3.75,531,991,"Nike Nike - Backpack (21L). Women's bags and backpacks in multi. Weather-shielding cotton build, all-season wear."
NK13332942,Nike,accessory,bags-and-backpacks,lifestyle,women,35.5,0.0,in_stock,one-size,grey,polyester,732,1,medium,3,False,all-season,4.21,15,6702,"Nike Nike - Backpack (21L). Women's bags and backpacks in grey. Moderately breathable polyester build, all-season wear."
NK13486183,Nike,accessory,bags-and-backpacks,lifestyle,women,35.5,0.0,in_stock,one-size,black,synthetic,644,1,medium,2,False,summer,4.51,67,2815,"Nike Heritage - Duffel Bag (30L). Women's bags and backpacks in black. Weather-shielding synthetic build, summer wear."
NK14047131,Nike,accessory,socks,training,women,15.18,0.0,in_stock,one-size,multi,cotton,81,1,medium,4,False,all-season,4.7,15,5588,"Nike Multiplier - Crew Socks (2 Pairs). Women's socks in multi. Breathable cotton build, all-season wear."
NK13073108,Nike,apparel,hats,running,women,22.8,0.0,in_stock,one-size,black,polyester,50,1,medium,4,False,summer,4.7,31,3921,"Nike Dri-FIT AeroBill Featherlight - Perforated Running Cap. Women's hats in black. Breathable polyester build, summer wear."
NK13694774,Nike,apparel,hats,running,women,22.8,0.0,out_of_stock,one-size,blue,polyester,46,1,medium,4,False,all-season,4.62,24,4658,"Nike Dri-FIT AeroBill Featherlight - Perforated Running Cap. Women's hats in blue. Breathable polyester build, all-season wear."
NK13072887,Nike,apparel,hats,running,women,22.8,0.0,in_stock,one-size,white,polyester,46,1,medium,4,False,all-season,4.29,3,9232,"Nike Dri-FIT AeroBill Featherlight - Perforated Running Cap. Women's hats in white. Breathable polyester build, all-season wear."
NK13332848,Nike,accessory,bags-and-backpacks,football,women,21.53,0.0,in_stock,one-size,red,synthetic,711,1,medium,2,False,all-season,3.67,10,8135,"Nike Liverpool F.C. Stadium - Football Gymsack (13L). Women's bags and backpacks in red. Weather-shielding synthetic build, all-season wear."
NK13797901,Nike,accessory,bags-and-backpacks,lifestyle,women,22.8,0.0,in_stock,one-size,multi,cotton,801,1,medium,2,False,all-season,4.73,59,2671,"Nike Sportswear - Women's Futura 365 Cross-Body Bag (3L). Women's bags and backpacks in multi. Weather-shielding cotton build, all-season wear."
NK13906213,Nike,accessory,clothing,running,women,25.34,0.0,in_stock,M,grey,fleece,728,1,medium,1,False,winter,3.79,35,5034,"Nike Nike - Women's Fleece Running Gloves. Women's clothing in grey. Warm and insulating fleece build, winter wear."
NK13073010,Nike,accessory,bags-and-backpacks,football,women,35.5,0.0,in_stock,one-size,navy,synthetic,745,1,medium,4,False,all-season,4.65,22,4986,"Nike Academy Team - Football Backpack (30L). Women's bags and backpacks in navy. Breathable synthetic build, all-season wear."
NK13073316,Nike,accessory,bags-and-backpacks,football,women,35.5,0.0,out_of_stock,one-size,black,synthetic,810,1,medium,2,False,all-season,3.66,1,9963,"Nike Academy Team - Football Backpack (30L). Women's bags and backpacks in black. Weather-shielding synthetic build, all-season wear."
NK12941821,Nike,accessory,bags-and-backpacks,basketball,women,76.14,0.0,in_stock,one-size,black,polyester,596,1,medium,2,False,all-season,4.65,44,3650,"Nike Elite Pro - Basketball Backpack (32L). Women's bags and backpacks in black. Weather-shielding polyester build, all-season wear."
NK13918735,Nike,accessory,clothing,football,women,60.92,0.2,in_stock,one-size,multi,cotton,455,1,medium,3,False,winter,4.67,12,6105,"Nike Goalkeeper Phantom Shadow - Football Gloves. Women's clothing in multi. Moderately breathable cotton build, winter wear."
