user_id,product_id,event_type,timestamp,rating,review_text
U04076,AD03353,rating,2024-03-29 02:44:00,5,"Tru-Oil is very easy to apply and produces excellent results. I use it on firearms stocks and other woodworking projects. I know the instructions say to apply with your fingertip, but I much prefer a using folded up piece of cheese cloth instead. Application with the cheesecloth is faster and lays on the product even. Store the cloth in a plastic bag until you are ready for the next coat. For an heirloom quality finish, spend some time getting the pores and grain filled by following the instructions for that procedure from Birchwood Casey. The end result is a glossy, nearly flawless finish. Yo"
U02943,AD03265,view,2024-03-29 10:37:00,,
U03893,NK13742560,view,2024-03-29 12:17:00,,
U03893,NK13742560,add_to_cart,2024-03-29 12:24:00,,
U01461,NK14047118,view,2024-03-29 13:40:00,,
U01461,NK14047118,add_to_cart,2024-03-29 14:03:00,,
U01461,NK14047118,purchase,2024-03-29 14:19:00,,
U03104,AD01495,view,2024-03-29 15:18:00,,
U01461,AD03091,view,2024-03-29 16:33:00,,
U01642,NK12805626,view,2024-03-29 18:05:00,,
U03348,NK13921770,view,2024-03-29 19:59:00,,
U03348,AD03168,view,2024-03-29 22:08:00,,
U03348,AD03168,add_to_cart,2024-03-29 22:14:00,,
U04715,NK13093431,view,2024-03-30 08:14:00,,
U04715,NK13093431,add_to_cart,2024-03-30 08:34:00,,
U01130,AD02539,view,2024-03-30 19:21:00,,
U00645,AD01343,view,2024-03-30 21:15:00,,
U01119,AD00978,view,2024-03-31 10:34:00,,
U03758,NK14078566,view,2024-03-31 11:12:00,,
U04833,NK13809424,view,2024-03-31 11:14:00,,
U03846,NK13711364,view,2024-03-31 12:25:00,,
U03846,NK13711364,add_to_cart,2024-03-31 12:29:00,,
U02644,AD01549,view,2024-03-31 12:35:00,,
U03846,NK13711364,purchase,2024-03-31 12:48:00,,
U01507,NK13667455,view,2024-03-31 16:13:00,,
U01218,NK14037457,view,2024-03-31 16:52:00,,
U02346,NK13671705,view,2024-03-31 17:33:00,,
U02899,AD00007,view,2024-03-31 18:06:00,,
U02899,AD00007,add_to_cart,2024-03-31 18:26:00,,
U04266,NK14055776,view,2024-03-31 19:58:00,,
U03401,AD01356,view,2024-03-31 20:19:00,,
U00843,NK13886793,view,2024-03-31 20:51:00,,
U00843,NK13886793,add_to_cart,2024-03-31 21:12:00,,
U00685,NK14084318,view,2024-04-01 07:06:00,,
U00685,AD02654,view,2024-04-01 10:58:00,,
U03718,AD00148,view,2024-04-01 14:57:00,,
U01461,NK13425976,view,2024-04-01 16:51:00,,
U01461,NK13425976,add_to_cart,2024-04-01 17:10:00,,
U00568,AD03481,view,2024-04-01 18:20:00,,
U00579,AD02023,view,2024-04-01 19:00:00,,
U03583,NK13358530,view,2024-04-01 19:35:00,,
U03793,AD02831,view,2024-04-01 19:42:00,,
U03903,AD02976,view,2024-04-01 21:23:00,,
U03903,AD02976,add_to_cart,2024-04-01 21:42:00,,
U03903,AD02976,purchase,2024-04-01 22:19:00,,
U01141,NK13913941,view,2024-04-02 08:07:00,,
U01135,AD01864,view,2024-04-02 08:18:00,,
U02902,AD03011,view,2024-04-02 08:46:00,,
U02902,AD03011,add_to_cart,2024-04-02 08:54:00,,
U00251,NK13912267,view,2024-04-02 11:18:00,,
U02302,NK13094407,view,2024-04-02 11:26:00,,
U00251,NK13912267,add_to_cart,2024-04-02 11:42:00,,
U03846,NK13711364,rating,2024-04-02 11:48:00,2,"My biggest complaint would be that the handles to hold the bore brushes rotate freely. So when you attach a brush, you can only apply motion forward and backward. You cannot rotate the brush in the bore. Also, the bore brushes themselves are very cheap and bend easily. I guess I was trying to save myself some money by getting a universal kit. However, you can save yourself money by investing in a different cleaning kit. This one will probably sit unused in a closet while I look for something that will actually work properly."
U00251,NK13912267,purchase,2024-04-02 12:37:00,,
U00661,AD03601,view,2024-04-02 13:15:00,,
U00661,AD03601,add_to_cart,2024-04-02 13:16:00,,
U04377,AD02670,view,2024-04-02 15:36:00,,
U04377,AD02670,add_to_cart,2024-04-02 15:58:00,,
U02569,NK14042291,view,2024-04-02 16:21:00,,
U02569,NK14042291,add_to_cart,2024-04-02 16:39:00,,
U02902,AD00678,view,2024-04-02 16:57:00,,
U02902,AD00678,add_to_cart,2024-04-02 16:59:00,,
U01218,NK14043069,view,2024-04-02 18:20:00,,
U01218,NK14043069,add_to_cart,2024-04-02 18:29:00,,
U01218,NK14043069,purchase,2024-04-02 19:38:00,,
U01550,AD03392,view,2024-04-02 20:13:00,,
U02039,AD01759,view,2024-04-02 21:29:00,,
U02186,AD02734,view,2024-04-02 21:32:00,,
U02830,AD03309,view,2024-04-02 22:37:00,,
U02830,AD03309,add_to_cart,2024-04-02 22:55:00,,
U02830,AD03309,purchase,2024-04-02 23:05:00,,
U03461,AD03481,view,2024-04-03 08:54:00,,
U01168,NK14161251,view,2024-04-03 09:04:00,,
U01168,NK14161251,add_to_cart,2024-04-03 09:07:00,,
U00391,AD00422,view,2024-04-03 10:07:00,,
U01168,NK14161251,purchase,2024-04-03 10:18:00,,
U01145,AD01639,view,2024-04-03 14:30:00,,
U01145,AD01639,add_to_cart,2024-04-03 14:53:00,,
U03903,NK13082667,view,2024-04-03 15:31:00,,
U01145,AD01639,purchase,2024-04-03 15:59:00,,
U03766,AD03481,view,2024-04-03 17:05:00,,
U00685,NK13083190,view,2024-04-03 17:07:00,,
U03766,AD03481,add_to_cart,2024-04-03 17:19:00,,
U03766,AD03481,purchase,2024-04-03 17:26:00,,
U03187,AD02214,view,2024-04-03 20:00:00,,
U03187,AD02214,add_to_cart,2024-04-03 20:14:00,,
U03187,AD02214,purchase,2024-04-03 20:31:00,,
U00762,NK13855867,view,2024-04-03 22:43:00,,
U00406,NK14078729,view,2024-04-04 08:15:00,,
U00582,NK13422627,view,2024-04-04 08:30:00,,
U01553,NK14078008,view,2024-04-04 09:02:00,,
U00661,NK14094345,view,2024-04-04 09:45:00,,
U00177,AD03482,view,2024-04-04 11:04:00,,
U00480,AD03481,view,2024-04-04 14:40:00,,
U00480,AD03481,add_to_cart,2024-04-04 15:03:00,,
U01845,NK14078008,view,2024-04-04 15:33:00,,
U03078,AD00099,view,2024-04-04 15:49:00,,
U01121,AD03716,view,2024-04-04 16:14:00,,
U03707,NK13082667,view,2024-04-04 17:31:00,,
U03707,NK13082667,add_to_cart,2024-04-04 17:53:00,,
U03348,NK13816698,view,2024-04-04 18:26:00,,
U00661,NK13819079,view,2024-04-04 19:40:00,,
U02629,NK14161081,view,2024-04-04 22:49:00,,
U00494,NK13193166,rating,2024-04-05 02:21:00,5,Heave duty chromed steel with comfortable hand grips. Just the ticket for any home gym and the price isn't too bad either.
U01576,AD01903,view,2024-04-05 08:49:00,,
U00512,AD02971,view,2024-04-05 10:06:00,,
U00512,AD02971,add_to_cart,2024-04-05 10:13:00,,
U03979,AD01259,view,2024-04-05 17:04:00,,
U03979,AD01259,add_to_cart,2024-04-05 17:16:00,,
U03979,AD01259,purchase,2024-04-05 18:03:00,,
U02346,AD02799,view,2024-04-05 18:27:00,,
U02629,AD02238,view,2024-04-05 19:44:00,,
U00582,AD02888,view,2024-04-05 19:45:00,,
U02240,NK12805626,view,2024-04-05 19:49:00,,
U02738,NK14119703,view,2024-04-05 22:07:00,,
U04063,AD02508,view,2024-04-05 22:38:00,,
U01227,NK14078008,view,2024-04-06 07:57:00,,
U01227,NK14078008,add_to_cart,2024-04-06 07:59:00,,
U01227,NK14078008,purchase,2024-04-06 08:47:00,,
U01031,AD03940,view,2024-04-06 09:59:00,,
U01031,AD03940,add_to_cart,2024-04-06 10:11:00,,
U04663,AD02160,view,2024-04-06 11:29:00,,
U04663,AD02160,add_to_cart,2024-04-06 11:44:00,,
U03378,AD00611,view,2024-04-06 17:42:00,,
U04499,AD01055,view,2024-04-06 17:59:00,,
U02240,NK14037728,view,2024-04-06 19:46:00,,
U04163,AD02722,view,2024-04-06 20:27:00,,
U02039,NK13913828,view,2024-04-06 20:30:00,,
U02323,AD02288,view,2024-04-06 21:22:00,,
U01998,NK14021786,view,2024-04-06 22:26:00,,
U03631,AD00486,view,2024-04-06 22:45:00,,
U01218,NK14043069,rating,2024-04-06 23:38:00,5,"This scope rocks. Fits nicely, looks great, nice clear vision. Cross hairs are nice and thin... and the scope can magnify if you want a closer look at things. Nice price too!"
U01994,AD03881,view,2024-04-07 08:23:00,,
U01994,AD03881,add_to_cart,2024-04-07 08:34:00,,
U04729,AD00657,view,2024-04-07 11:23:00,,
U04729,AD00657,add_to_cart,2024-04-07 11:42:00,,
U02393,AD01962,view,2024-04-07 16:28:00,,
U01523,NK13679543,view,2024-04-07 16:39:00,,
U03570,AD00606,view,2024-04-07 17:07:00,,
U02985,AD01827,view,2024-04-07 18:26:00,,
U02985,AD01827,add_to_cart,2024-04-07 18:49:00,,
U01642,NK13092905,view,2024-04-08 10:16:00,,
U00512,NK13798041,view,2024-04-08 10:23:00,,
U04686,NK13093431,rating,2024-04-08 12:28:00,5,"Worked fine on my steel weapons. Bought it to touch up a lady Smith nicked front sight, no joy. As the the listing and direction said, &#34;Not for Alloys or Composits. Also read the directions, ya gotta wet it down to stop the blueing process.As I get older I get stupider.. Recommended."
U00765,AD02328,view,2024-04-08 14:13:00,,
U01145,AD01639,rating,2024-04-08 14:59:00,5,"I don't know how to explain how much you need this if your an active or outdoorsy type. After every bike ride, hike, or workout I come straight in and put my shoes/boots on one side and my gloves on the other. Say goodbye to that nasty sweaty odor. I also use the heat feature to warm up my hiking boots or cycling shoes and gloves before a cold ride or hike. Nice to start out with warm shoes and gloves."
U00486,NK13422637,view,2024-04-08 16:18:00,,
U00486,NK13422637,add_to_cart,2024-04-08 16:36:00,,
U01327,AD00296,view,2024-04-08 17:48:00,,
U00486,NK13422637,purchase,2024-04-08 17:59:00,,
U03969,NK13978391,view,2024-04-08 18:29:00,,
U03969,NK13978391,add_to_cart,2024-04-08 18:43:00,,
U02515,NK13815150,view,2024-04-08 19:23:00,,
U02515,NK13815150,add_to_cart,2024-04-08 19:26:00,,
U03348,NK13932991,view,2024-04-08 20:38:00,,
U02738,NK13422958,view,2024-04-08 20:45:00,,
U03348,NK13932991,add_to_cart,2024-04-08 20:46:00,,
U03348,NK13932991,purchase,2024-04-08 21:49:00,,
U03345,NK13814833,view,2024-04-08 22:49:00,,
U03848,NK12835814,view,2024-04-09 08:48:00,,
U01868,NK14083924,view,2024-04-09 09:27:00,,
U03182,AD00567,view,2024-04-09 09:29:00,,
U03182,AD00567,add_to_cart,2024-04-09 09:52:00,,
U02902,AD03510,view,2024-04-09 10:15:00,,
U04795,AD02410,view,2024-04-09 10:57:00,,
U01642,NK13920823,view,2024-04-09 10:58:00,,
U00391,AD00187,view,2024-04-09 12:05:00,,
U01708,AD01286,rating,2024-04-09 12:06:00,4,"the belts a little flimsy and runs really small (5'5&#34; 140lbs 30in waist). the medium barely goes around my waist to touch ends when i tighten it up. other than that the price is good, i like the velcro because it make the customizing the tightness easier and it does seem to help me with my lifts and add support."
U00711,AD03601,view,2024-04-09 12:15:00,,
U00711,AD03601,add_to_cart,2024-04-09 12:37:00,,
U02738,AD01997,view,2024-04-09 13:01:00,,
U04795,AD03481,view,2024-04-09 13:56:00,,
U01388,NK13093431,view,2024-04-09 14:44:00,,
U00582,AD00751,view,2024-04-09 17:23:00,,
U04601,NK14104429,view,2024-04-10 08:55:00,,
U04601,NK14104429,add_to_cart,2024-04-10 09:17:00,,
U04601,NK14104429,purchase,2024-04-10 10:24:00,,
U00645,AD02882,view,2024-04-10 11:43:00,,
U00645,AD02882,add_to_cart,2024-04-10 11:57:00,,
U02689,AD03485,view,2024-04-10 12:47:00,,
U00568,AD01164,view,2024-04-10 13:08:00,,
U00363,AD02577,view,2024-04-10 13:37:00,,
U00363,AD02577,add_to_cart,2024-04-10 13:41:00,,
U03076,NK13974936,view,2024-04-10 14:13:00,,
U02644,AD01937,view,2024-04-10 15:47:00,,
U00843,NK13093562,view,2024-04-10 17:28:00,,
U01973,NK13423853,view,2024-04-10 17:35:00,,
U01642,NK14039537,view,2024-04-11 07:29:00,,
U01642,NK14039537,add_to_cart,2024-04-11 07:40:00,,
U02985,NK12923163,view,2024-04-11 07:59:00,,
U02985,NK12923163,add_to_cart,2024-04-11 08:03:00,,
U02985,NK12923163,purchase,2024-04-11 09:17:00,,
U04930,AD03640,view,2024-04-11 13:26:00,,
U04930,AD03640,add_to_cart,2024-04-11 13:28:00,,
U00762,AD00556,view,2024-04-11 14:05:00,,
U04930,AD03640,purchase,2024-04-11 14:56:00,,
U02806,AD00802,view,2024-04-11 16:56:00,,
U03461,AD01611,view,2024-04-11 18:56:00,,
U01576,NK13808605,view,2024-04-11 20:52:00,,
U02615,NK14038613,view,2024-04-11 22:17:00,,
U01698,AD02539,view,2024-04-11 22:19:00,,
U01121,AD03198,view,2024-04-12 08:21:00,,
U01461,NK14047118,rating,2024-04-12 09:19:00,5,"I bought this a few weeks ago and I love it. I wanted to cancel my gym membership to save money, and this works far better than the exercise bikes we have at the gym. It is rather loud, but not loud enough to bother my roommates. I feel that I get a better workout with it as well. I'm very pleased with this purchase :)"
U03903,AD02976,rating,2024-04-12 10:19:00,5,IT is of great quality and fits really well. I would reccomend anyone buying the Glock hat...every day will be Gloctober!
U03282,NK1009423641,view,2024-04-12 11:33:00,,
U03310,NK14213051,view,2024-04-12 13:12:00,,
U01613,AD01474,view,2024-04-12 15:28:00,,
U01708,AD03584,view,2024-04-12 18:04:00,,
U04715,AD00855,view,2024-04-12 19:46:00,,
U03058,NK13920823,view,2024-04-12 20:39:00,,
U02943,AD03605,view,2024-04-12 20:49:00,,
U01356,AD02699,view,2024-04-12 21:53:00,,
U00667,AD02886,view,2024-04-12 22:14:00,,
U01083,AD00099,view,2024-04-12 22:58:00,,
U00549,NK13919016,view,2024-04-13 07:51:00,,
U00661,AD03287,view,2024-04-13 12:48:00,,
U00661,AD03287,add_to_cart,2024-04-13 12:53:00,,
U04414,NK13978411,view,2024-04-13 13:58:00,,
U04574,AD03940,view,2024-04-13 14:51:00,,
U04574,AD03940,add_to_cart,2024-04-13 15:10:00,,
U03076,AD01900,view,2024-04-13 16:10:00,,
U04574,AD03940,purchase,2024-04-13 16:20:00,,
U00530,AD03481,view,2024-04-13 16:53:00,,
U00530,AD03481,add_to_cart,2024-04-13 16:59:00,,
U00834,NK13094443,view,2024-04-13 17:16:00,,
U00834,NK13094443,add_to_cart,2024-04-13 17:31:00,,
U00834,NK13094443,purchase,2024-04-13 17:52:00,,
U00530,AD03481,purchase,2024-04-13 17:54:00,,
U01970,NK13927434,view,2024-04-13 18:41:00,,
U01970,NK13927434,add_to_cart,2024-04-13 18:49:00,,
U00313,NK13831839,view,2024-04-13 19:24:00,,
U01970,NK13927434,purchase,2024-04-13 19:26:00,,
U02891,AD01237,view,2024-04-13 19:38:00,,
U01323,AD01444,view,2024-04-13 20:17:00,,
U02943,NK13421868,view,2024-04-13 21:28:00,,
U03348,NK13932991,rating,2024-04-13 21:49:00,5,"So I have an original winchester 1300 field model. I've had it for close to 20 years and literally not one problem. But since I acquired my SxS for my main hunting shotgun, the 1300 needed a makeover. This fit the bill. Direction on this are hard to understand and will take a few minutes to decipher what spacers to use. It fits ultra snug and give that stock with a much needed pistol grip for home defense. It's a shame I didn't do this earlier. It was a great buy. So don't hesitate on it. This stock sells out fast. But it is made by ATI, so no surprise there."
U01227,NK14078008,rating,2024-04-14 07:47:00,5,"I had never heard of this brand but the Bell helmets just don't fit me right so I tried Giro. Glad I did - great quality - I think they run a bit smaller than Bell (the medium fits an average women's size head nicely). If the Giro version with the hat brim helmet (one of Oprah's Favorite Things) was better priced I would have gotten that style but this basic style is great and well priced on Amazon. Suggested tip... try these helmet speakers - go on super easy to the Giro helmet - love listening to music on my rides... Helmet Stereo Earphones + Microphone, remote-control for recent iDevice mod"
U01381,AD02954,view,2024-04-14 07:55:00,,
U01381,AD02954,add_to_cart,2024-04-14 08:15:00,,
U01461,AD01712,view,2024-04-14 08:47:00,,
U00267,AD02565,view,2024-04-14 10:58:00,,
U02765,AD01528,view,2024-04-14 15:57:00,,
U03788,AD00750,view,2024-04-14 16:06:00,,
U02899,NK13977908,view,2024-04-14 16:23:00,,
